Less24,RecvMonth,Similarity
False,98,0.7101749249362019
False,218,0.92444062988269
False,207,0.7067502429308207
False,184,0.7767560105119374
False,189,0.5686932511537125
False,114,0.9677443389326514
False,118,0.6794469778044213
False,134,0.9522874794793476
False,228,0.8429459624490772
False,212,0.9202708972736209
False,250,0.8476227845864682
False,156,0.9464686665566134
True,250,0.7642290021077466
False,135,0.9157796255026198
True,180,0.8244276732810196
True,173,0.761237288931366
False,141,0.762223279339538
False,164,0.45675092971149406
False,177,0.6437787366933557
False,113,0.7504125495356537
False,67,0.903493645882387
False,133,0.8448547438067144
False,84,0.8543729222564882
False,212,0.7959450650327508
False,88,0.48841054757440266
False,247,0.693093511344769
False,231,0.9596207313727395
False,243,0.6671875128053399
False,184,0.8928490857028687
False,91,0.7505469633215025
False,78,0.8913897535734645
False,180,0.817128474582552
False,251,0.8682592695481106
False,42,0.8778858421117581
False,162,0.9673984392208865
False,218,0.9197239579970926
False,242,0.8384085375645335
False,147,0.8379247393696122
False,89,0.9008376483173515
False,220,0.8170523230375545
False,247,0.8412407438663998
True,165,0.6198783682657615
False,199,0.7462069738710971
True,243,0.9302122742132801
False,137,0.8760423808411225
False,130,0.7400822327596327
False,17,0.7593028280845352
False,103,0.7688634210594738
False,157,0.7924127215270553
False,150,0.9465321210422779
False,40,0.9555813295674153
False,244,0.7129453635994908
False,101,0.5419668248350274
False,73,0.8909749097311144
False,141,0.8574864389959032
False,67,0.8638021176629374
False,246,0.9227856852544862
False,59,0.7204148808396995
True,39,0.9149625670539697
False,244,0.7681008986193554
False,64,0.8437298392092992
False,250,0.9696167213831848
False,121,0.6677081706479044
True,61,0.9365381648958875
False,116,0.8400502590885217
False,223,0.9300050680907354
False,177,0.9122486866531742
True,193,0.9774400064550348
False,248,0.7651305429096351
False,188,0.9494275757310874
False,145,0.6483285753725899
False,79,0.7573551304976012
False,126,0.626104315267546
False,113,0.9483065990680477
False,106,0.9157026120428781
False,226,0.9487037643981008
False,231,0.7248106764970439
False,248,0.716141415816855
False,245,0.8387653813335628
False,51,0.40038769373395694
False,138,0.8085972805397408
False,87,0.8457811350928182
False,195,0.8915586908761043
False,203,0.820658281085727
False,126,0.9141104492550788
False,169,0.9035106402710705
False,129,0.874694131967292
False,87,0.6515036292155075
False,135,0.6840912019779214
False,173,0.9765945120931678
False,53,0.7314507631520486
False,43,0.7826991446598589
False,240,0.887044212859059
False,179,0.9363688688579135
False,238,0.754285503607185
False,182,0.9339977026577693
False,168,0.9643429052451672
False,110,0.9489562569876091
False,82,0.6225557455260495
False,134,0.5838280526851732
False,78,0.9573272240279492
False,188,0.874339253544544
False,198,0.9508205312555591
False,123,0.744309481955449
False,83,0.9482423201896351
False,182,0.9277228279652255
False,159,0.7268936694726732
False,124,0.8772063059864196
False,162,0.6791220771902157
False,164,0.8120944253625143
False,133,0.9248409173145035
False,139,0.8343060480527195
False,93,0.8752799193862754
False,250,0.79672447937474
False,211,0.7057681212530279
False,185,0.8239102836588658
False,27,0.7288949812223425
False,186,0.8186859488250403
True,115,0.9717499150590089
False,159,0.5915190676597253
False,173,0.7631724648904874
False,178,0.9757582705784072
False,160,0.9869690461828329
False,76,0.5261307437954162
False,98,0.8541918692467136
False,238,0.907152030229499
False,157,0.717656449008696
False,206,0.72564430994295
False,247,0.6579363594665542
False,190,0.9070731045752632
False,226,0.8723875852502423
False,166,0.8252845113897737
False,165,0.8471035829208351
False,28,0.9293235029994565
False,179,0.7795438730186179
False,176,0.8073603226728034
False,223,0.9244671987981097
False,114,0.8058129192033672
False,185,0.6895465565640448
False,240,0.7124893656063401
False,142,0.8270468059676692
False,133,0.8371524658396394
False,139,0.9470196152108923
False,20,0.7908127219814313
False,22,0.43964714995376986
False,168,0.7229468236858713
False,118,0.915273271478863
False,121,0.8734325380170623
False,93,0.6461608919816518
False,224,0.9639051135248161
False,96,0.7790682420993642
True,150,0.9085895881955802
False,13,0.8770335689684012
False,21,0.8020009767476562
False,9,0.9588727786287169
False,169,0.8146263949102114
False,99,0.808615144940239
False,9,0.905634876860537
False,250,0.9342062260745142
False,215,0.796222542472221
False,249,0.8907424312594928
False,247,0.9653064819902957
False,188,0.932269117201309
False,177,0.9101596441125176
False,148,0.7741210649118422
False,120,0.9053468160176075
False,211,0.8629663360929741
False,172,0.8915355825659376
False,150,0.943883582775743
False,80,0.9358091093726488
False,239,0.8149905185511229
True,95,0.9425057251479962
False,46,0.9403134802524767
False,213,0.5018469158232935
False,122,0.8421809663149586
False,166,0.794297138498285
False,206,0.9855876944554613
False,215,0.6690184627416229
False,106,0.9414994305342356
False,90,0.6771386286066329
False,31,0.839914419222406
False,170,0.8246004102980301
False,136,0.6900845968550253
False,164,0.8205328108199013
False,171,0.9391739606438317
False,226,0.9530484394160534
False,254,0.765100714999381
False,160,0.6407470154375382
False,133,0.7161036470868907
False,177,0.9258624524754333
False,67,0.7939897064308394
False,179,0.9093653994900629
True,126,0.7533212417972404
False,173,0.6249525571564908
False,130,0.8975140635965476
False,53,0.6534965255776328
False,51,0.8985359773852494
True,211,0.9022960417858863
False,154,0.7902971651138775
True,149,0.9194022749526591
False,230,0.8598992199972565
False,186,0.7656264463116932
False,59,0.8042111662573154
False,193,0.7761502828134644
False,125,0.9300998453494503
False,228,0.44956761395190464
False,144,0.9755721645600471
False,176,0.9615158308700119
False,155,0.8015610539424111
False,242,0.7463413660901398
False,247,0.8077237517386965
True,206,0.820536721207796
False,237,0.7092321178651776
False,136,0.6857071896751458
False,114,0.9341104002967454
False,21,0.7391157524792721
False,161,0.8325629910592782
True,151,0.9327578435713804
False,24,0.7978627634687102
False,11,0.821660411373052
False,144,0.8132756931171726
False,90,0.8126141048599949
False,47,0.9431455723433266
False,66,0.7216142915998274
False,139,0.6677021639453312
False,118,0.8162248705662065
False,239,0.8962606980663069
False,145,0.9346291580252538
False,87,0.8490524476878605
False,172,0.8245802827348806
False,70,0.7976777645812121
True,80,0.9142954221125885
False,256,0.8843548800023506
False,79,0.8906156310902011
False,216,0.9617219996548636
False,155,0.8187505363946388
False,230,0.8596872078428789
False,9,0.952286907880396
False,159,0.9497793912000038
False,117,0.8720769416110196
False,234,0.7606860587151992
False,185,0.8982563798931857
False,150,0.7702022388306417
False,70,0.7478127984617972
False,171,0.9232985728823041
False,44,0.6443132243897028
False,147,0.8952133132633943
False,54,0.861677491314057
False,155,0.6296490506538651
False,199,0.8120608986643311
False,116,0.5884649380424866
False,100,0.7549295895694598
True,214,0.717030463087738
False,118,0.7892411420817799
False,236,0.9119652670302334
False,190,0.9676731856840616
False,225,0.520053574656663
False,234,0.8399629142919993
False,131,0.7928558651107632
False,112,0.9294351114180222
False,243,0.8820997204311173
False,71,0.8141641293433397
False,56,0.897793874857831
False,189,0.9076169363287034
False,229,0.7617051385489159
False,142,0.7292272759595496
False,84,0.8351078729479723
False,180,0.8829391999015734
False,191,0.8601972352888552
False,240,0.7956575234359965
False,174,0.819193739305071
False,103,0.7861655046020144
True,184,0.792342069005601
False,235,0.4958467300515359
False,157,0.7321979233587378
False,219,0.6923963551865815
True,234,0.9450618904845108
False,67,0.4411676593334207
False,244,0.957761402017013
False,171,0.8827146585865713
False,241,0.4630596601551811
False,236,0.747180163771564
False,202,0.92134585435392
False,158,0.9378632153856234
True,109,0.9045248955367791
False,133,0.9695394249699866
False,237,0.5916473439762251
False,43,0.8679539249460494
False,146,0.9048142740312372
False,31,0.7623277377479882
False,216,0.5312017825077197
False,255,0.9155361708050456
False,158,0.9612636508842551
False,169,0.9289732108634012
False,211,0.48163472720801015
False,84,0.5055805145533533
False,203,0.6427302625786272
False,163,0.7350220956601681
False,134,0.929862634285103
False,219,0.9203966945055534
False,95,0.9101242041847554
False,131,0.8946101620979792
False,173,0.8476178295898175
False,231,0.7323185356775481
False,244,0.4662710499982802
False,103,0.6548518748953321
False,115,0.8394291669246264
False,168,0.8874733003821359
False,145,0.7402352322395157
False,180,0.9394816538974711
True,193,0.7982031473049973
False,143,0.9701079290592809
False,22,0.9382962710277242
False,181,0.9350267813203168
False,50,0.7631286735596184
False,98,0.5955144874546213
False,157,0.49789464491022906
True,193,0.783630527859805
False,150,0.8530087138769012
False,184,0.9434988708401341
False,141,0.9676326172684228
False,105,0.8818665898356522
False,217,0.9281072966394885
False,165,0.35447117932819167
False,77,0.2751965754891452
True,212,0.7872655677899019
False,35,0.9205541802724246
False,15,0.7732773194478998
False,180,0.6048657223130234
False,115,0.8527580930170813
False,235,0.9424319963133755
False,19,0.8316166963474878
False,247,0.7732681175022728
False,155,0.9269022604477377
False,232,0.9367339900076477
False,118,0.6044173723936541
False,93,0.7354974419242383
False,226,0.6324927360900976
False,247,0.88010397971237
False,80,0.8809144535829984
False,243,0.8602105806468328
False,68,0.5685885063105911
True,207,0.9385600791503124
False,151,0.8574070825854908
False,45,0.9107402233876355
False,169,0.9186839719167469
False,173,0.30876307777769757
False,206,0.8736421445198497
False,160,0.8708461367596831
False,200,0.9313566389373851
False,159,0.7573690672490686
False,176,0.8489321597298748
False,215,0.8812298604034323
False,173,0.8879007026431345
False,146,0.41348879468764976
False,250,0.7492680116340054
False,176,0.5339121283332657
False,60,0.8077425049595035
False,186,0.8492861209876911
False,192,0.8499921481872587
False,94,0.6435214889740182
False,169,0.9679803288776092
False,46,0.5599512678667589
False,90,0.84836751394762
False,101,0.6540459037377202
False,149,0.8575240140924397
False,104,0.8197536794534708
True,205,0.7710298411706104
False,206,0.9471964144308122
False,227,0.4078239367147022
False,41,0.8204913480056534
False,137,0.8115440441807982
False,237,0.9290833456129987
False,109,0.8442110816284596
True,191,0.9634769089898774
False,193,0.8793551271326412
False,112,0.9488383621221708
False,15,0.8123938845397286
False,177,0.4975236951017847
False,244,0.8515141342903845
False,47,0.9273024142439872
False,118,0.8110778146723132
False,216,0.7089202806138706
False,199,0.9715106944861076
False,243,0.761195437228912
True,222,0.9288894000473763
True,209,0.930336578411882
False,228,0.8669935692197465
False,183,0.4459868212845402
False,226,0.9115284254617492
False,178,0.926619450145354
False,116,0.957944608463904
False,21,0.8882459842006849
False,58,0.9318507473575304
False,126,0.8293524879023148
False,226,0.8373429342742748
False,198,0.8305710524246156
False,224,0.8259855355967788
False,173,0.6911573649719732
False,33,0.7602019875588485
False,242,0.9340036575956482
False,222,0.9375746367247
False,228,0.9039776824226493
False,99,0.7924508434307833
False,147,0.7544933487290532
False,77,0.5586477393616941
False,233,0.6476814303185374
False,193,0.6480563546012372
False,179,0.8107669743250692
False,191,0.9017600455223218
False,126,0.7460687939430862
True,87,0.8805965744798783
False,60,0.6044132508518668
True,114,0.9560427678039425
False,123,0.9712547037726279
False,221,0.8347678496135411
True,139,0.9189611257225258
False,37,0.9323410691531921
False,154,0.9539048387133675
True,163,0.9374097743771105
False,146,0.49021675280499744
False,13,0.8208751383777567
False,24,0.8259448119041496
True,119,0.9608763989596507
True,151,0.8791583774588025
False,147,0.888473241016468
False,102,0.815015422533892
False,240,0.8058621410694615
False,42,0.870062314998116
False,208,0.9232179649668227
False,37,0.8500103607043088
False,139,0.35258999763487975
False,196,0.8808894707441199
False,84,0.7083560167297123
False,136,0.9182632720229853
False,99,0.9752705611342428
False,187,0.943180200111668
False,91,0.8451392952433266
False,242,0.8132897007342178
False,132,0.739378144986909
False,189,0.8589640335654638
False,193,0.6600680403984195
False,141,0.8078445849263711
False,125,0.5467293855791526
False,114,0.5974989428929705
False,181,0.8394608224676574
False,78,0.9032866985721668
False,190,0.9097373885208466
False,174,0.926027922132008
False,167,0.4027804869386667
False,95,0.8961964205812908
False,168,0.7296549995615701
False,160,0.8390394515330403
False,93,0.72106897646743
False,149,0.8268789196536658
False,91,0.7720132639808109
False,250,0.9339609386171556
False,130,0.8854742949891704
False,158,0.829405707814767
False,127,0.46482678986891857
False,177,0.8315857333805552
False,141,0.9701707927101628
False,135,0.8535404361430047
False,208,0.9283345097546695
False,241,0.9143569992667457
False,171,0.9504035360808576
False,234,0.8855434802326486
False,188,0.797491996516904
False,138,0.8345005534883332
False,217,0.9452817184426254
False,43,0.6803489421371604
True,137,0.926119354650589
False,84,0.9060960853678725
False,71,0.8931259743909467
False,99,0.8726092160865686
False,240,0.9521699998666312
False,152,0.869521712454958
False,74,0.6751476829600255
False,58,0.520648150676653
True,162,0.5029728677422537
False,125,0.5159801283093934
False,132,0.5850819216619971
False,90,0.7422732872282857
False,151,0.8087919036770297
False,245,0.8514091423325303
False,93,0.5532524503042756
False,157,0.9018088375676788
False,229,0.9265595028098632
False,104,0.8241632865057847
False,132,0.44961663125284484
True,81,0.733011498914594
False,16,0.8079166258303724
False,200,0.8645166844520418
False,182,0.9459284668723646
False,99,0.9685269102774428
False,34,0.950345837039846
False,108,0.6452952520972766
False,22,0.9178624813522882
False,190,0.8882463138363543
False,203,0.8070275584054897
False,190,0.6219779287197271
False,141,0.45844429500182016
False,169,0.8636589336473856
True,112,0.9448888413366494
False,194,0.7652556313565259
False,236,0.682988745397044
True,237,0.9453645096399719
False,67,0.8151945183250887
False,192,0.9262374887376494
False,247,0.5611766564629417
False,232,0.8360564633530456
False,197,0.8813708550631381
False,89,0.5890702196121558
False,92,0.7045442232858796
False,117,0.7232125932363045
False,88,0.5790025099033953
False,148,0.4354849106566881
False,36,0.7836806707117747
False,119,0.8751169447309348
False,221,0.800645129722869
False,220,0.9041508166832489
True,108,0.5487877153284492
False,96,0.8317825793246946
False,180,0.6280189523094049
False,132,0.7535188565578315
False,123,0.9472001863176553
False,176,0.514468985388895
False,152,0.844491841520011
False,122,0.9633570779295276
False,187,0.7300399298169757
False,237,0.8996943254992389
False,27,0.7899993776344552
False,169,0.804130278497102
False,161,0.8873354138165529
False,186,0.8017824196877326
False,95,0.8602925424701019
False,128,0.7908131942026533
True,74,0.917040350534682
False,125,0.8975283735978135
False,85,0.9149550053881816
False,249,0.8595283841730447
False,105,0.9203304310279476
False,114,0.760176553034837
False,115,0.8995182830509931
False,142,0.9295051876316976
False,132,0.5972443449037209
True,260,0.8369703034808263
False,120,0.8922979215120025
False,243,0.95235252634426
False,186,0.7102504203999185
False,217,0.838888188219352
False,131,0.8567882076160774
False,212,0.7257413806642626
False,79,0.5968782826340646
False,174,0.9355980866146569
False,66,0.2793128173907279
False,161,0.9392270230966401
True,195,0.9128640168411399
False,44,0.9385732163763763
False,200,0.729756696631587
False,151,0.953292594481281
False,76,0.8929368703673289
False,247,0.8006162566882421
False,208,0.7456026756976998
False,124,0.8227480836091352
False,117,0.225236524349683
False,54,0.6146135078925207
False,231,0.8584114339899281
False,180,0.7501670580525851
False,131,0.6176087964449094
False,208,0.6616313831210165
False,215,0.8696328562682591
False,255,0.8264577969093533
False,83,0.7643294942167452
True,249,0.8180748907263915
False,103,0.807935346345134
False,92,0.9861707305170473
False,194,0.5882792821805712
False,230,0.8231036397895903
True,236,0.9468173904101926
False,216,0.9738862952444897
False,242,0.4637415228712003
False,87,0.89578425651142
False,75,0.8615237002453066
False,22,0.7475801225540537
False,191,0.8818605173905638
False,233,0.8501697724599052
False,137,0.7316391558388274
False,167,0.8759219985484665
False,252,0.931174277032033
False,247,0.7122788029943494
False,179,0.932981835169159
False,122,0.6957867030525298
False,241,0.9360261811548902
False,150,0.9763311183336066
True,93,0.609245827910806
True,170,0.6879136125866975
False,241,0.6592170001820377
False,196,0.9306952911540364
False,96,0.7764114112804784
False,134,0.9178473338677617
False,234,0.7469274459989068
False,44,0.8527939565352113
False,149,0.9198827796988015
False,63,0.9005057757686291
True,154,0.8635981803768088
False,41,0.7990655127384115
False,166,0.8768270440649727
False,128,0.7193064169337617
False,76,0.44852281922202325
False,122,0.861714231262634
False,172,0.8760898366197625
False,127,0.683436112730267
False,187,0.5525930941276693
False,218,0.6796757412310909
False,9,0.8465948634598828
False,225,0.44165947552176793
False,226,0.8437170070248073
False,214,0.7180277914739568
False,255,0.8774132075938194
False,155,0.7733983093197583
True,201,0.9269634250131836
True,170,0.653454494531413
True,106,0.8968715844027674
False,252,0.8201058556149194
False,86,0.4389448921537483
False,108,0.9643438379484459
False,214,0.7794728307398956
False,228,0.7476671434921056
False,15,0.5532312170997968
False,122,0.9371911488883908
False,182,0.9585023379486295
False,160,0.3958142868658005
False,173,0.6940030721107836
False,160,0.8650780318471997
False,147,0.8103533982733404
False,48,0.7979325250444423
False,145,0.8628707657897455
False,221,0.8584695794090561
False,214,0.8150200416144434
False,247,0.8754671195176306
False,230,0.7698941169731636
False,124,0.986868054142348
False,123,0.9339545360581257
False,186,0.8258582633937586
False,86,0.8925995585434687
True,163,0.9454713738949844
False,157,0.5630143960252586
False,109,0.9213342599765795
False,152,0.7102599426608459
False,91,0.9272854996255152
True,238,0.923484436958598
False,180,0.6024871101905023
False,244,0.7883853575122916
False,93,0.8947549415011506
False,169,0.8512347676109374
False,234,0.7950576978982936
False,151,0.8914315031020766
False,22,0.5873053566728901
False,114,0.8769669547559581
False,200,0.6887523661925568
False,216,0.8454589013057261
False,224,0.9243944635040087
False,177,0.8260759508395898
False,216,0.8256930443959271
False,246,0.7797836903904796
False,170,0.9443573803131216
False,157,0.6985221660946175
False,92,0.787719465867364
False,177,0.9099813808440554
False,164,0.850942386860698
False,160,0.9575082776880267
False,244,0.8841052200617985
False,65,0.8427503087010692
False,175,0.9143623289554326
False,178,0.9421226186423695
False,137,0.8324138470707291
False,225,0.8235405198261398
False,160,0.7788257134381253
False,155,0.8128257740937914
False,86,0.799677269453744
False,189,0.9262448931727196
False,235,0.44470073928553316
False,258,0.6826796571457447
False,55,0.759306219772699
False,149,0.8542364238514029
False,198,0.885104666614342
False,73,0.9245865323107781
False,256,0.609321116935679
False,126,0.4735902004695536
False,144,0.8093609627417664
False,165,0.9182406523497455
False,132,0.9671925612221522
False,157,0.8036588905636666
False,226,0.8670712793627752
False,224,0.7773968770279541
False,133,0.8722393014390036
False,249,0.9101671261805099
False,152,0.8137895530146534
False,234,0.9379885231143995
True,223,0.9442997006983944
False,143,0.869901037678264
False,231,0.9423542797470649
False,226,0.9634574542540222
False,65,0.8375170945254257
False,32,0.9514880778930073
False,145,0.7973146194955851
True,134,0.7001074074259381
False,153,0.8522769032858172
False,59,0.6648232623561422
False,60,0.8016784252805278
False,189,0.7502145361166045
False,56,0.9120640838054593
False,133,0.6761700678507248
False,165,0.8312485639004042
False,190,0.8870952078797986
False,25,0.7278531251626992
False,224,0.8684759642868312
False,9,0.5698892975657743
False,93,0.6301454832894948
False,204,0.9308538033250601
False,191,0.9691753930703627
False,121,0.8510350955952759
False,148,0.9034197909432723
False,90,0.8831983086686843
False,18,0.4670893940069036
False,215,0.8468786257008039
False,23,0.9640794330086452
False,84,0.5592436434594662
False,225,0.6775356887877984
False,170,0.9531222012809057
False,207,0.8618486777107329
False,246,0.4823064384568485
False,130,0.7751093301151565
False,199,0.759088018861606
False,108,0.8818066366042603
False,240,0.9261169857163644
False,70,0.9537158263569561
False,137,0.9146509266617283
False,56,0.8448073903489951
False,103,0.8702410528964412
True,225,0.9341816585605469
True,162,0.929219675876958
True,172,0.9639867916119845
False,78,0.8961885725421054
False,9,0.7270586657005463
False,113,0.8197497159883644
False,222,0.6775600462686062
False,200,0.8137054499153923
False,172,0.8702695601916961
False,248,0.7801990629004245
False,213,0.8597294950456097
False,240,0.8390404037748562
False,233,0.7896635892914339
False,151,0.5895978982365857
False,120,0.9165703965865097
False,170,0.8298495175968351
False,132,0.7760844793432027
False,138,0.7222968386108812
False,72,0.7707600691107118
False,163,0.6887609511930817
False,238,0.8261165583568701
False,138,0.9413334483984477
False,67,0.721841456732704
False,232,0.8898561973507786
False,84,0.7807360674298534
False,115,0.9306956092741393
False,22,0.9420560964264527
False,132,0.9663880905240302
False,168,0.6514619964996157
False,169,0.947087450256676
False,143,0.8411249747992523
False,112,0.7055940544532067
False,166,0.7957608245947589
False,250,0.6654854255394995
False,148,0.807672690282358
False,53,0.6923588484697822
False,140,0.9668245881851697
False,152,0.8017077214939642
False,182,0.9168601090020506
False,250,0.6686282667806286
False,101,0.6334910968512703
False,162,0.9220848888880064
False,192,0.5965287139045882
False,250,0.8660361957570712
False,212,0.831407336563859
False,104,0.9540074390315477
False,142,0.7606961620261924
False,166,0.7126359003142118
True,202,0.8371209321624302
False,172,0.8641211846218181
False,185,0.9524141110927022
False,149,0.5960119523852656
False,174,0.8796442963205865
False,76,0.8912933001955107
False,240,0.9159056114440538
False,119,0.6137920348709811
False,210,0.6812536636038423
False,56,0.9307239725278661
False,245,0.7716780102235987
False,128,0.9033526362907418
False,257,0.880051460100807
False,254,0.8927521219268936
False,189,0.7221220168453468
False,158,0.9745630823541844
False,43,0.6236374306336006
False,194,0.900777672450974
False,202,0.8603315329983843
False,237,0.7175474947474392
False,182,0.8971879106543172
False,168,0.9204842461491054
False,77,0.7379075984910843
False,183,0.7544500615058531
False,101,0.3798782037021993
False,108,0.9192243401840097
False,8,0.7357003493001543
False,99,0.8340160024026115
False,32,0.7073045283175994
False,117,0.9407813929823807
False,31,0.7369934630976682
False,233,0.9100947434680896
False,154,0.9757835894020611
False,203,0.7310762434110726
False,172,0.43883507090954244
False,76,0.9377345430070574
False,17,0.6058948879196066
False,41,0.6549335599087671
False,65,0.7138756633794644
False,213,0.7695808063996782
False,102,0.7554245543449781
True,99,0.7984697217917208
False,148,0.759347285229114
False,223,0.8540191023339019
False,152,0.920529058425769
False,244,0.8373308121612506
False,184,0.8514331798026346
False,148,0.8823086821095169
False,145,0.5832971738922152
False,154,0.8280616468057083
False,201,0.7710750154799245
False,183,0.9367677077292675
False,249,0.851522710403183
False,235,0.8800108811225488
False,126,0.6769241876048061
False,110,0.901666241480901
False,211,0.8569403997803516
False,126,0.8363704439169186
False,22,0.944299852171829
True,131,0.6877629219573261
False,32,0.8305607496114783
False,84,0.873998725243765
True,86,0.5019789628783246
False,238,0.8323246580920277
False,121,0.9328661008931098
False,99,0.5560598526280948
True,215,0.8411630314489329
False,44,0.8578625632925658
False,191,0.9072873033852692
False,87,0.6451370643919373
False,101,0.6956393586737522
False,224,0.7425521506340138
False,98,0.714738504040814
False,19,0.7531545825435421
False,74,0.5843774327269883
False,163,0.46510000220286046
False,246,0.9740272396654629
False,126,0.7841364218554492
False,185,0.7515374149740061
False,164,0.6808985555180586
False,248,0.9005655356866876
False,211,0.8478798092848897
False,99,0.8392991520673803
False,83,0.6142810479963321
False,166,0.7901970550398828
False,118,0.7301256006981729
False,159,0.8234563821369283
True,189,0.9796682092305202
False,197,0.8627732481747681
False,164,0.9452197310240564
False,155,0.8772610376640627
False,213,0.9112590567821374
False,221,0.918129705295349
False,165,0.7837643365211578
False,245,0.7564751811903385
False,216,0.863094550894337
False,250,0.9076905212980848
False,104,0.4093036060909084
False,216,0.8987288887054455
False,163,0.7961447661556443
False,197,0.6901901223475346
False,209,0.9585807592493398
False,199,0.9473245934021215
False,78,0.7529101351524293
False,37,0.8048506492593127
False,216,0.7183615080380689
False,140,0.8708360246010283
False,188,0.8858199284578552
False,84,0.8027226154361086
False,211,0.8531063028062508
False,124,0.7609918376159877
False,201,0.7029796794458995
True,146,0.9304601268631408
False,108,0.7510696330775691
False,112,0.90962151670342
False,80,0.9767539847287064
False,240,0.8242523754371236
False,202,0.7318903079282129
False,207,0.8529095848895769
False,83,0.8130512826364722
False,170,0.8628144912482649
False,56,0.8830210370655209
False,223,0.8683806350768961
False,103,0.8801898458868791
False,23,0.683161605670806
False,231,0.7482289819805817
False,11,0.8177704020404595
False,100,0.7764476884177383
True,87,0.8952281748074828
False,82,0.8197771133776349
False,94,0.706763846326019
False,184,0.6521203753456072
False,181,0.9363437104198002
False,200,0.8758210448486715
False,144,0.8193006408827029
False,102,0.7994225989044921
False,118,0.5613242926654146
False,238,0.9580917222585131
False,99,0.9128534596533878
False,79,0.7554216462312674
False,123,0.6700935854210945
False,89,0.8278435705393267
False,67,0.7813890662304821
False,172,0.8236346022149315
False,104,0.9610454448818221
False,204,0.9731510811257857
False,222,0.8070609066249281
False,230,0.8018991509031719
False,132,0.6375895641602102
False,86,0.8123945288794585
False,224,0.9052476164084111
False,169,0.960227556816394
False,194,0.8345220183454335
False,146,0.7926900164594682
False,213,0.7652600977872738
False,103,0.8555712054504835
False,99,0.6131719522098598
False,160,0.8399010116475749
False,246,0.774322187285728
False,67,0.7196376293459628
False,226,0.42057563805229853
False,218,0.8659143972544898
False,211,0.9382835710582161
False,194,0.76974788514458
False,206,0.9628535827648204
False,27,0.6922379360824521
False,234,0.7661729813096796
False,170,0.45543410521459704
False,200,0.7509154468905443
False,231,0.9468245411690847
False,152,0.8737785698946104
False,257,0.6940685038194889
True,137,0.9336573338416317
False,179,0.9742500282310069
False,82,0.7646351293445541
False,228,0.7660332993267028
False,90,0.9088008626076409
False,246,0.7123983025400139
False,212,0.8635479988129035
False,188,0.7039569914941579
